id,sales
3000888,7.392052
3000889,7.392052
3000890,7.392052
3000891,580.4849
3000892,7.392052
3000893,142.69656
3000894,7.392052
3000895,333.58218
3000896,300.89194
3000897,35.18823
3000898,50.915665
3000899,30.434195
3000900,572.6496
3000901,7.5944667
3000902,7.392052
3000903,10.695019
3000904,7.5944667
3000905,7.392052
3000906,73.31784
3000907,7.392052
3000908,7.5944667
3000909,7.392052
3000910,28.727865
3000911,7.392052
3000912,210.7119
3000913,43.166534
3000914,7.392052
3000915,7.392052
3000916,186.13194
3000917,13.203575
3000918,528.7932
3000919,7.392052
3000920,9.317654
3000921,7.392052
3000922,7.392052
3000923,7.392052
3000924,606.87634
3000925,7.392052
3000926,63.628822
3000927,7.392052
3000928,463.20898
3000929,210.80576
3000930,205.25795
3000931,12.169762
3000932,13.48186
3000933,945.2508
3000934,7.392052
3000935,7.392052
3000936,7.392052
3000937,7.392052
3000938,7.392052
3000939,113.50596
3000940,7.392052
3000941,7.392052
3000942,7.392052
3000943,7.392052
3000944,7.392052
3000945,126.86477
3000946,149.33952
3000947,7.392052
3000948,7.392052
3000949,122.654625
3000950,9.900607
3000951,176.60036
3000952,7.392052
3000953,7.392052
3000954,7.392052
3000955,7.392052
3000956,7.392052
3000957,1294.2726
3000958,7.392052
3000959,439.9612
3000960,12.82412
3000961,637.46106
3000962,450.67828
3000963,385.8252
3000964,204.82582
3000965,73.824524
3000966,3000.7344
3000967,10.897435
3000968,7.392052
3000969,18.99372
3000970,7.5944667
3000971,7.392052
3000972,361.01996
3000973,7.392052
3000974,7.392052
3000975,7.392052
3000976,24.662142
3000977,7.392052
3000978,467.91617
3000979,339.27975
3000980,7.392052
3000981,7.392052
3000982,348.87094
3000983,61.904716
3000984,528.68744
3000985,11.507769
3000986,7.392052
3000987,7.392052
3000988,7.392052
3000989,7.392052
3000990,547.25446
3000991,7.392052
3000992,126.05471
3000993,28.52545
3000994,608.39136
3000995,255.74539
3000996,185.48846
3000997,38.35719
3000998,38.13669
3000999,1134.3127
3001000,7.392052
3001001,7.392052
3001002,7.392052
3001003,8.195365
3001004,7.392052
3001005,111.346886
3001006,7.392052
3001007,7.392052
3001008,7.392052
3001009,20.441256
3001010,7.392052
3001011,108.50796
3001012,155.99759
3001013,7.392052
3001014,7.392052
3001015,124.33425
3001016,13.60253
3001017,222.01427
3001018,7.392052
3001019,7.392052
3001020,7.392052
3001021,7.392052
3001022,7.392052
3001023,569.68787
3001024,7.392052
3001025,79.83204
3001026,7.392052
3001027,383.25067
3001028,199.22699
3001029,145.14183
3001030,23.41833
3001031,13.48186
3001032,968.30084
3001033,7.392052
3001034,7.392052
3001035,8.397783
3001036,7.392052
3001037,7.392052
3001038,86.97925
3001039,7.392052
3001040,7.392052
3001041,7.392052
3001042,24.662142
3001043,7.392052
3001044,106.12616
3001045,125.929344
3001046,7.392052
3001047,7.392052
3001048,67.19948
3001049,9.887549
3001050,166.84921
3001051,7.392052
3001052,7.392052
3001053,7.392052
3001054,7.392052
3001055,7.392052
3001056,551.1563
3001057,7.392052
3001058,144.57657
3001059,10.695019
3001060,636.7869
3001061,228.2869
3001062,214.44281
3001063,20.044973
3001064,18.99372
3001065,998.6883
3001066,7.392052
3001067,7.392052
3001068,7.392052
3001069,9.115237
3001070,7.392052
3001071,125.08561
3001072,7.392052
3001073,7.392052
3001074,7.392052
3001075,9.115237
3001076,7.392052
3001077,162.28131
3001078,186.51443
3001079,7.392052
3001080,7.392052
3001081,46.198616
3001082,45.123142
3001083,238.54782
3001084,7.392052
3001085,7.392052
3001086,7.392052
3001087,7.392052
3001088,7.392052
3001089,677.20166
3001090,7.392052
3001091,92.47603
3001092,7.392052
3001093,469.87024
3001094,207.57523
3001095,203.73495
3001096,47.649624
3001097,29.515646
3001098,915.7914
3001099,7.392052
3001100,7.392052
3001101,8.195365
3001102,7.5944667
3001103,7.392052
3001104,135.30609
3001105,7.392052
3001106,7.392052
3001107,7.392052
3001108,10.695019
3001109,7.392052
3001110,72.227844
3001111,132.59277
3001112,7.392052
3001113,7.392052
3001114,89.033905
3001115,13.203575
3001116,338.02164
3001117,7.392052
3001118,7.392052
3001119,7.392052
3001120,7.392052
3001121,7.392052
3001122,669.79846
3001123,7.392052
3001124,114.31283
3001125,7.392052
3001126,529.4717
3001127,206.6781
3001128,143.0349
3001129,84.866714
3001130,22.221014
3001131,694.33923
3001132,7.392052
3001133,7.392052
3001134,10.192378
3001135,7.5814104
3001136,7.392052
3001137,151.62009
3001138,7.392052
3001139,7.392052
3001140,7.392052
3001141,29.31323
3001142,7.392052
3001143,34.57208
3001144,89.98177
3001145,7.392052
3001146,7.392052
3001147,85.772125
3001148,14.463869
3001149,417.2343
3001150,7.392052
3001151,7.392052
3001152,7.392052
3001153,7.392052
3001154,7.392052
3001155,584.06433
3001156,7.392052
3001157,243.25142
3001158,8.403779
3001159,658.496
3001160,437.64563
3001161,442.9782
3001162,129.76347
3001163,77.766975
3001164,1807.7196
3001165,7.392052
3001166,7.392052
3001167,11.29639
3001168,10.099148
3001169,7.392052
3001170,205.65128
3001171,7.392052
3001172,7.392052
3001173,7.392052
3001174,43.710117
3001175,7.392052
3001176,183.77339
3001177,202.48885
3001178,7.392052
3001179,7.392052
3001180,287.25937
3001181,37.796223
3001182,466.73505
3001183,9.374904
3001184,7.392052
3001185,7.392052
3001186,7.392052
3001187,7.392052
3001188,631.843
3001189,7.392052
3001190,335.0822
3001191,7.392052
3001192,451.14062
3001193,399.9213
3001194,152.36713
3001195,110.67342
3001196,34.288357
3001197,1383.7834
3001198,7.5944667
3001199,7.392052
3001200,14.692049
3001201,10.897435
3001202,7.392052
3001203,147.90944
3001204,7.392052
3001205,7.392052
3001206,7.392052
3001207,74.210075
3001208,7.392052
3001209,61.835304
3001210,126.50828
3001211,7.392052
3001212,7.392052
3001213,149.44624
3001214,30.262762
3001215,787.6371
3001216,25.07308
3001217,7.5944667
3001218,7.392052
3001219,7.392052
3001220,7.392052
3001221,978.5952
3001222,7.392052
3001223,126.844986
3001224,7.392052
3001225,581.5562
3001226,220.62378
3001227,211.91277
3001228,44.06931
3001229,23.125483
3001230,839.7095
3001231,7.5944667
3001232,7.392052
3001233,9.115237
3001234,21.979273
3001235,7.392052
3001236,134.59996
3001237,7.392052
3001238,7.392052
3001239,7.392052
3001240,51.860596
3001241,7.392052
3001242,105.13226
3001243,149.35135
3001244,7.392052
3001245,7.392052
3001246,75.85352
3001247,9.900607
3001248,359.5947
3001249,7.392052
3001250,7.392052
3001251,7.392052
3001252,7.392052
3001253,7.392052
3001254,916.0386
3001255,7.392052
3001256,425.7607
3001257,7.392052
3001258,528.5532
3001259,481.28546
3001260,150.4891
3001261,110.53482
3001262,85.7175
3001263,985.3975
3001264,10.897435
3001265,7.392052
3001266,10.695019
3001267,10.897435
3001268,7.392052
3001269,159.32947
3001270,7.5944667
3001271,7.392052
3001272,7.392052
3001273,93.57428
3001274,7.392052
3001275,363.68118
3001276,215.00569
3001277,8.403779
3001278,7.392052
3001279,322.07614
3001280,82.00118
3001281,524.2293
3001282,7.392052
3001283,10.897435
3001284,7.392052
3001285,7.392052
3001286,7.392052
3001287,1003.81665
3001288,7.392052
3001289,317.00797
3001290,7.392052
3001291,874.4049
3001292,519.31726
3001293,496.3902
3001294,66.35341
3001295,94.47375
3001296,2824.3792
3001297,7.392052
3001298,7.392052
3001299,10.192378
3001300,7.5944667
3001301,7.392052
3001302,255.26788
3001303,7.392052
3001304,7.392052
3001305,7.392052
3001306,60.113205
3001307,7.392052
3001308,225.39914
3001309,268.42593
3001310,7.392052
3001311,7.392052
3001312,374.3963
3001313,60.061943
3001314,545.8625
3001315,45.434406
3001316,10.695019
3001317,7.392052
3001318,7.392052
3001319,7.392052
3001320,921.3721
3001321,7.392052
3001322,292.26154
3001323,7.392052
3001324,672.67694
3001325,440.25192
3001326,267.69104
3001327,171.97995
3001328,69.20499
3001329,1682.6442
3001330,9.317654
3001331,7.392052
3001332,19.613222
3001333,14.742154
3001334,7.392052
3001335,254.29489
3001336,7.392052
3001337,7.392052
3001338,7.5944667
3001339,86.87955
3001340,7.392052
3001341,85.03878
3001342,242.43727
3001343,7.392052
3001344,7.392052
3001345,167.76639
3001346,115.39779
3001347,467.73364
3001348,7.392052
3001349,7.392052
3001350,7.392052
3001351,7.392052
3001352,7.392052
3001353,717.15546
3001354,7.392052
3001355,94.378586
3001356,7.392052
3001357,476.31628
3001358,200.51492
3001359,82.84856
3001360,13.485152
3001361,27.619322
3001362,610.7321
3001363,7.392052
3001364,7.392052
3001365,13.026536
3001366,8.195365
3001367,7.392052
3001368,142.21126
3001369,7.392052
3001370,7.392052
3001371,7.392052
3001372,236.15686
3001373,7.392052
3001374,32.794544
3001375,102.48574
3001376,7.392052
3001377,7.392052
3001378,152.21852
3001379,12.405288
3001380,300.6761
3001381,8.403779
3001382,7.392052
3001383,7.392052
3001384,7.392052
3001385,7.392052
3001386,648.1294
3001387,7.392052
3001388,207.28918
3001389,7.392052
3001390,326.25842
3001391,339.5492
3001392,93.86969
3001393,20.768686
3001394,60.115112
3001395,717.5038
3001396,11.710185
3001397,7.392052
3001398,7.392052
3001399,8.195365
3001400,7.392052
3001401,78.07601
3001402,7.392052
3001403,7.392052
3001404,7.392052
3001405,73.61525
3001406,7.392052
3001407,344.44122
3001408,107.81108
3001409,7.392052
3001410,7.392052
3001411,220.17348
3001412,14.016325
3001413,543.8093
3001414,7.392052
3001415,7.392052
3001416,7.392052
3001417,7.392052
3001418,7.392052
3001419,622.03265
3001420,7.392052
3001421,486.5538
3001422,7.5944667
3001423,574.7572
3001424,598.21313
3001425,199.73416
3001426,174.72176
3001427,154.35197
3001428,891.59875
3001429,39.417835
3001430,7.392052
3001431,9.317654
3001432,7.5944667
3001433,7.392052
3001434,169.9168
3001435,7.5944667
3001436,13.026536
3001437,9.115237
3001438,77.01443
3001439,7.392052
3001440,307.8133
3001441,194.97342
3001442,7.392052
3001443,7.392052
3001444,367.87607
3001445,79.65328
3001446,716.2992
3001447,7.392052
3001448,10.897435
3001449,7.392052
3001450,7.392052
3001451,7.392052
3001452,1236.7253
3001453,7.392052
3001454,397.30954
3001455,10.695019
3001456,414.88004
3001457,504.16315
3001458,176.4107
3001459,168.52199
3001460,156.56717
3001461,989.53595
3001462,36.18067
3001463,7.392052
3001464,25.435022
3001465,10.192378
3001466,7.392052
3001467,131.13965
3001468,7.392052
3001469,29.31323
3001470,7.392052
3001471,330.07513
3001472,20.23884
3001473,267.54034
3001474,148.29317
3001475,7.392052
3001476,9.374904
3001477,205.44022
3001478,44.27209
3001479,1018.9913
3001480,7.392052
3001481,9.896731
3001482,7.392052
3001483,7.392052
3001484,7.392052
3001485,485.34265
3001486,7.392052
3001487,192.77689
3001488,7.392052
3001489,307.70987
3001490,212.73637
3001491,80.90424
3001492,21.657408
3001493,35.302036
3001494,616.3978
3001495,7.5944667
3001496,7.392052
3001497,7.392052
3001498,7.392052
3001499,7.392052
3001500,46.218372
3001501,7.392052
3001502,7.392052
3001503,7.392052
3001504,19.84796
3001505,7.392052
3001506,282.13388
3001507,110.782394
3001508,7.392052
3001509,7.392052
3001510,185.15532
3001511,12.498518
3001512,387.59918
3001513,7.392052
3001514,7.392052
3001515,7.392052
3001516,7.392052
3001517,7.392052
3001518,850.00214
3001519,7.392052
3001520,472.71008
3001521,13.766624
3001522,561.7821
3001523,604.4545
3001524,233.12296
3001525,198.90526
3001526,141.77252
3001527,1030.1844
3001528,24.385778
3001529,7.392052
3001530,16.604002
3001531,29.515646
3001532,7.392052
3001533,166.91887
3001534,7.392052
3001535,32.914818
3001536,8.195365
3001537,196.9481
3001538,7.392052
3001539,240.00731
3001540,226.02429
3001541,9.115237
3001542,7.392052
3001543,309.83707
3001544,52.062294
3001545,608.5073
3001546,7.392052
3001547,13.279444
3001548,7.392052
3001549,7.392052
3001550,7.392052
3001551,1172.4257
3001552,7.392052
3001553,510.59656
3001554,9.896731
3001555,700.8993
3001556,646.18774
3001557,310.18518
3001558,194.01721
3001559,65.36471
3001560,2231.5159
3001561,8.606195
3001562,7.392052
3001563,17.221632
3001564,14.894465
3001565,7.392052
3001566,233.17032
3001567,7.392052
3001568,7.392052
3001569,7.392052
3001570,60.241978
3001571,7.392052
3001572,165.61432
3001573,340.91876
3001574,7.392052
3001575,7.392052
3001576,220.71936
3001577,82.821594
3001578,773.4794
3001579,7.392052
3001580,7.392052
3001581,7.392052
3001582,7.392052
3001583,7.392052
3001584,1051.2626
3001585,7.392052
3001586,458.81787
3001587,9.115237
3001588,572.15027
3001589,503.14978
3001590,231.96323
3001591,136.63368
3001592,64.46735
3001593,1807.7196
3001594,7.783825
3001595,7.392052
3001596,10.897435
3001597,10.394794
3001598,7.392052
3001599,190.7868
3001600,7.392052
3001601,7.392052
3001602,7.392052
3001603,147.04773
3001604,7.392052
3001605,93.60491
3001606,280.59393
3001607,7.392052
3001608,7.392052
3001609,196.64554
3001610,42.984657
3001611,526.1099
3001612,7.392052
3001613,7.392052
3001614,7.5944667
3001615,7.392052
3001616,7.392052
3001617,2435.965
3001618,7.392052
3001619,586.2883
3001620,13.48186
3001621,734.9843
3001622,804.0482
3001623,247.72617
3001624,320.8545
3001625,252.26428
3001626,2824.3792
3001627,45.143574
3001628,7.392052
3001629,46.161045
3001630,31.38634
3001631,7.392052
3001632,360.09912
3001633,22.444777
3001634,34.600334
3001635,8.403779
3001636,204.09654
3001637,13.418947
3001638,545.6001
3001639,366.9044
3001640,10.897435
